"","Sample_ID","Site_ID","Latitude","Longitude","Elevation_mabsl","Collection_Date","d2H","d18O","Precipitation_mm"
"498","isomap_360213","isomap_8580100",-41.47,-72.93,13,1992-04-30,-42,-6.49,248
"499","isomap_360214","isomap_8580100",-41.47,-72.93,13,1992-05-31,-58,-8.17,246
"500","isomap_360215","isomap_8580100",-41.47,-72.93,13,1992-06-30,-59,-8.4,218
"501","isomap_360216","isomap_8580100",-41.47,-72.93,13,1992-07-31,-71,-10.28,109
"502","isomap_360217","isomap_8580100",-41.47,-72.93,13,1992-08-31,-52,-7.94,110.4
"503","isomap_360218","isomap_8580100",-41.47,-72.93,13,1992-09-30,-63,-9.34,202.8
"504","isomap_360219","isomap_8580100",-41.47,-72.93,13,1992-10-31,-46,-7.35,288.2
"505","isomap_360225","isomap_8580100",-41.47,-72.93,13,1993-04-30,-37,-5.73,226
"506","isomap_360226","isomap_8580100",-41.47,-72.93,13,1993-05-31,-94,-13.46,259
"507","isomap_360227","isomap_8580100",-41.47,-72.93,13,1993-06-30,-46,-7.35,263
"508","isomap_360228","isomap_8580100",-41.47,-72.93,13,1993-07-31,-48,-7.38,233
"509","isomap_360229","isomap_8580100",-41.47,-72.93,13,1993-08-31,-51,-7.32,97
"510","isomap_360230","isomap_8580100",-41.47,-72.93,13,1993-09-30,-28,-4.6,50
"511","isomap_360231","isomap_8580100",-41.47,-72.93,13,1993-10-31,-28,-4.81,125
"512","isomap_360232","isomap_8580100",-41.47,-72.93,13,1993-11-30,-37,-6.04,181
"513","isomap_360233","isomap_8580100",-41.47,-72.93,13,1993-12-31,-25,-4.01,90
"514","isomap_360236","isomap_8580100",-41.47,-72.93,13,1994-03-31,-38,-5.94,59
"515","isomap_360237","isomap_8580100",-41.47,-72.93,13,1994-04-30,-54,-8.37,152
"516","isomap_360238","isomap_8580100",-41.47,-72.93,13,1994-05-31,-47,-7.55,248
"517","isomap_360239","isomap_8580100",-41.47,-72.93,13,1994-06-30,-55,-7.79,314
"518","isomap_360240","isomap_8580100",-41.47,-72.93,13,1994-07-31,-61,-8.65,215
"519","isomap_360248","isomap_8580100",-41.47,-72.93,13,1995-03-31,-22,-4.1,61
"520","isomap_360249","isomap_8580100",-41.47,-72.93,13,1995-04-30,-38,-6.17,136
"521","isomap_360250","isomap_8580100",-41.47,-72.93,13,1995-05-31,-33,-5.91,210
"522","isomap_360251","isomap_8580100",-41.47,-72.93,13,1995-06-30,-56,-8.19,292
"523","isomap_360252","isomap_8580100",-41.47,-72.93,13,1995-07-31,-44,-8.02,181
"524","isomap_360253","isomap_8580100",-41.47,-72.93,13,1995-08-31,-62,-9.77,163
"525","isomap_360254","isomap_8580100",-41.47,-72.93,13,1995-09-30,-45,-6.46,86
"526","isomap_360255","isomap_8580100",-41.47,-72.93,13,1995-10-31,-49,-7.69,111
"527","isomap_360256","isomap_8580100",-41.47,-72.93,13,1995-11-30,-38,-6.91,50
"528","isomap_360257","isomap_8580100",-41.47,-72.93,13,1995-12-31,-15,-3.61,9
"529","isomap_360258","isomap_8580100",-41.47,-72.93,13,1996-01-31,-26,-3.5,59
"530","isomap_360259","isomap_8580100",-41.47,-72.93,13,1996-02-29,-42,-5.79,69
"531","isomap_360260","isomap_8580100",-41.47,-72.93,13,1996-03-31,-23,-4.09,147
"532","isomap_360261","isomap_8580100",-41.47,-72.93,13,1996-04-30,-36,-6.12,118
"533","isomap_360262","isomap_8580100",-41.47,-72.93,13,1996-05-31,-46,-6.87,134
"534","isomap_360263","isomap_8580100",-41.47,-72.93,13,1996-06-30,-34,-5.1,69
"535","isomap_360264","isomap_8580100",-41.47,-72.93,13,1996-07-31,-45,-5.69,82
"536","isomap_360265","isomap_8580100",-41.47,-72.93,13,1996-08-31,-47,-7.37,127
"537","isomap_360266","isomap_8580100",-41.47,-72.93,13,1996-09-30,-46,-6.94,98
"538","isomap_360267","isomap_8580100",-41.47,-72.93,13,1996-10-31,-34,-5.2,90
"539","isomap_360268","isomap_8580100",-41.47,-72.93,13,1996-11-30,-27,-4.35,152
"540","isomap_360269","isomap_8580100",-41.47,-72.93,13,1996-12-31,-20,-3.32,90
"541","isomap_360270","isomap_8580100",-41.47,-72.93,13,1997-01-31,-25,-4.3,249
"542","isomap_360271","isomap_8580100",-41.47,-72.93,13,1997-02-28,-33.5,-4.5,57
"543","isomap_360272","isomap_8580100",-41.47,-72.93,13,1997-03-31,-24,-3.5,41
"544","isomap_360273","isomap_8580100",-41.47,-72.93,13,1997-04-30,-47,-6.7,277
"545","isomap_360274","isomap_8580100",-41.47,-72.93,13,1997-05-31,-58,-9.13,112
"546","isomap_360275","isomap_8580100",-41.47,-72.93,13,1997-06-30,-46.5,-7.34,357
"547","isomap_360276","isomap_8580100",-41.47,-72.93,13,1997-07-31,-54.4,-8.11,280
"548","isomap_360277","isomap_8580100",-41.47,-72.93,13,1997-08-31,-61.4,-8.8,192
"549","isomap_360278","isomap_8580100",-41.47,-72.93,13,1997-09-30,-62.7,-8.7,135
"550","isomap_360279","isomap_8580100",-41.47,-72.93,13,1997-10-31,-62.4,-8.9,177
"551","isomap_360280","isomap_8580100",-41.47,-72.93,13,1997-11-30,-21.8,-2.87,109
"552","isomap_360282","isomap_8580100",-41.47,-72.93,13,1998-01-31,-14.2,-2.62,28
"553","isomap_360283","isomap_8580100",-41.47,-72.93,13,1998-02-28,-18.2,-2.76,11
"554","isomap_360284","isomap_8580100",-41.47,-72.93,13,1998-03-31,-42.8,-6.49,86
"555","isomap_360285","isomap_8580100",-41.47,-72.93,13,1998-04-30,-43.1,-6.7,72
"556","isomap_360286","isomap_8580100",-41.47,-72.93,13,1998-05-31,-39.5,-5.94,105
"557","isomap_360287","isomap_8580100",-41.47,-72.93,13,1998-06-30,-62,-8.79,108
"558","isomap_360288","isomap_8580100",-41.47,-72.93,13,1998-07-31,-45.7,-6.94,131
"559","isomap_360289","isomap_8580100",-41.47,-72.93,13,1998-08-31,-48.4,-7.51,209
"560","isomap_360290","isomap_8580100",-41.47,-72.93,13,1998-09-30,-49,-7.38,93
"561","isomap_360291","isomap_8580100",-41.47,-72.93,13,1998-10-31,-37.9,-5.81,55
"562","isomap_360292","isomap_8580100",-41.47,-72.93,13,1998-11-30,-33.6,-5.06,76
"563","isomap_360293","isomap_8580100",-41.47,-72.93,13,1998-12-31,-13.6,-2.43,64
"564","isomap_360295","isomap_8580100",-41.47,-72.93,13,1999-02-28,-56.4,-8.36,45.2
"565","isomap_360296","isomap_8580100",-41.47,-72.93,13,1999-03-31,-37.2,-6.21,116.8
"566","isomap_360297","isomap_8580100",-41.47,-72.93,13,1999-04-30,-27,-4.83,65
"567","isomap_360298","isomap_8580100",-41.47,-72.93,13,1999-05-31,-65.2,-9.26,125.4
"568","isomap_360299","isomap_8580100",-41.47,-72.93,13,1999-06-30,-65.2,-9.62,247.4
"569","isomap_360300","isomap_8580100",-41.47,-72.93,13,1999-07-31,-49.4,-7.25,136.4
"570","isomap_360301","isomap_8580100",-41.47,-72.93,13,1999-08-31,-51.7,-7.48,207.8
"571","isomap_360302","isomap_8580100",-41.47,-72.93,13,1999-09-30,-51.2,-7.47,138
"572","isomap_360303","isomap_8580100",-41.47,-72.93,13,1999-10-31,-27.3,-4.26,50.4
"573","isomap_360304","isomap_8580100",-41.47,-72.93,13,1999-11-30,-14.2,-2.93,67.4
"574","isomap_360305","isomap_8580100",-41.47,-72.93,13,1999-12-31,-25.4,-4.26,79.6
"575","isomap_360306","isomap_8580100",-41.47,-72.93,13,2002-01-31,-16.9,-2.81,70
"576","isomap_360307","isomap_8580100",-41.47,-72.93,13,2002-02-28,-28.1,-4.76,113.8
"577","isomap_360308","isomap_8580100",-41.47,-72.93,13,2002-03-31,-32.8,-5.82,115.5
"578","isomap_360309","isomap_8580100",-41.47,-72.93,13,2002-04-30,-43.5,-7.14,151.6
"579","isomap_360310","isomap_8580100",-41.47,-72.93,13,2002-05-31,-66.7,-10.05,345.2
"580","isomap_360311","isomap_8580100",-41.47,-72.93,13,2002-06-30,-57.5,-8.61,209.8
"581","isomap_360312","isomap_8580100",-41.47,-72.93,13,2002-07-31,-52.5,-7.82,130.8
"582","isomap_360313","isomap_8580100",-41.47,-72.93,13,2002-08-31,-52.8,-7.83,196.8
"583","isomap_360314","isomap_8580100",-41.47,-72.93,13,2002-09-30,-27.4,-4.3,178.4
"584","isomap_360315","isomap_8580100",-41.47,-72.93,13,2002-10-31,-60.2,-8.68,260.4
"585","isomap_360316","isomap_8580100",-41.47,-72.93,13,2002-11-30,-35.5,-5.53,170.2
"586","isomap_360317","isomap_8580100",-41.47,-72.93,13,2002-12-31,-8.8,-2.11,92.8
"587","isomap_360324","isomap_8580100",-41.47,-72.93,13,2003-07-31,-75.1,-10.91,127.8
"588","isomap_360325","isomap_8580100",-41.47,-72.93,13,2003-08-31,-40.1,-6.24,182.8
"589","isomap_360326","isomap_8580100",-41.47,-72.93,13,2003-09-30,-52.6,-7.11,140
"590","isomap_360327","isomap_8580100",-41.47,-72.93,13,2003-10-31,-34.3,-4.93,94.8
"591","isomap_360328","isomap_8580100",-41.47,-72.93,13,2003-11-30,-33.4,-5.21,131.3
"592","isomap_360329","isomap_8580100",-41.47,-72.93,13,2003-12-31,-14.1,-3.1,122
"593","isomap_360330","isomap_8580100",-41.47,-72.93,13,2004-01-31,-24.4,-3.69,67.8
"594","isomap_360332","isomap_8580100",-41.47,-72.93,13,2004-03-31,-27,-4.62,116.4
"595","isomap_360333","isomap_8580100",-41.47,-72.93,13,2004-04-30,-40.8,-6.31,265.6
"596","isomap_360334","isomap_8580100",-41.47,-72.93,13,2004-05-31,-39.3,-6.6,49.6
"597","isomap_360335","isomap_8580100",-41.47,-72.93,13,2004-06-30,-45.7,-7.46,326
"598","isomap_360336","isomap_8580100",-41.47,-72.93,13,2004-07-31,-59.3,-9.07,133.8
"599","isomap_360337","isomap_8580100",-41.47,-72.93,13,2004-08-31,-52.2,-7.48,131.2
"600","isomap_360338","isomap_8580100",-41.47,-72.93,13,2004-09-30,-32.6,-5.45,103.8
"601","isomap_360339","isomap_8580100",-41.47,-72.93,13,2004-10-31,-41.7,-6.2,170.4
"602","isomap_360340","isomap_8580100",-41.47,-72.93,13,2004-11-30,-15.8,-1.2,81
"603","isomap_360341","isomap_8580100",-41.47,-72.93,13,2004-12-31,-18.4,-2.96,84.6
"604","isomap_360342","isomap_8580100",-41.47,-72.93,13,2005-01-31,-19.3,-2.77,68
"605","isomap_360343","isomap_8580100",-41.47,-72.93,13,2005-02-28,-4.4,1.13,14.8
"606","isomap_360344","isomap_8580100",-41.47,-72.93,13,2005-03-31,-32.4,-5.36,192
"607","isomap_360345","isomap_8580100",-41.47,-72.93,13,2005-04-30,-35.8,-5.86,126.6
"608","isomap_360346","isomap_8580100",-41.47,-72.93,13,2005-05-31,-32.7,-5.52,388.1
"609","isomap_360347","isomap_8580100",-41.47,-72.93,13,2005-06-30,-46.8,-7.37,226
"610","isomap_360348","isomap_8580100",-41.47,-72.93,13,2005-07-31,-54.6,-8.18,212.8
"611","isomap_360349","isomap_8580100",-41.47,-72.93,13,2005-08-31,-56.6,-8.27,201.4
"612","isomap_360350","isomap_8580100",-41.47,-72.93,13,2005-09-30,-53.4,-7.63,71.4
"613","isomap_360351","isomap_8580100",-41.47,-72.93,13,2005-10-31,-45.4,-6.49,44.8
"614","isomap_360352","isomap_8580100",-41.47,-72.93,13,2005-11-30,-28,-4.21,169.7
"615","isomap_360353","isomap_8580100",-41.47,-72.93,13,2005-12-31,-40.5,-6.09,52
"616","isomap_360354","isomap_8580100",-41.47,-72.93,13,2006-01-31,-25.3,-3.7,137.5
"617","isomap_360355","isomap_8580100",-41.47,-72.93,13,2006-02-28,-35.9,-5.39,70.7
"618","isomap_360356","isomap_8580100",-41.47,-72.93,13,2006-03-31,-39.3,-6.2,149
"619","isomap_360357","isomap_8580100",-41.47,-72.93,13,2006-04-30,-48.3,-6.84,163.2
"620","isomap_360358","isomap_8580100",-41.47,-72.93,13,2006-05-31,-61,-8.92,156.6
"621","isomap_360359","isomap_8580100",-41.47,-72.93,13,2006-06-30,-55.5,-8.01,293.2
"622","isomap_360360","isomap_8580100",-41.47,-72.93,13,2006-07-31,-57.4,-8.65,280.4
"623","isomap_360361","isomap_8580100",-41.47,-72.93,13,2006-08-31,-52.8,-7.96,126
"624","isomap_360362","isomap_8580100",-41.47,-72.93,13,2006-09-30,-37.2,-5.71,138.8
"625","isomap_360363","isomap_8580100",-41.47,-72.93,13,2006-10-31,-37.7,-6.35,176.2
"626","isomap_360364","isomap_8580100",-41.47,-72.93,13,2006-11-30,-38.2,-5.02,63.9
"627","isomap_360365","isomap_8580100",-41.47,-72.93,13,2006-12-31,-35.1,-4.9,175.2
"628","isomap_360366","isomap_8580100",-41.47,-72.93,13,2007-01-31,-37,-4.79,21.6
"629","isomap_360367","isomap_8580100",-41.47,-72.93,13,2007-02-28,-40.7,-6.2,44.8
"630","isomap_360368","isomap_8580100",-41.47,-72.93,13,2007-03-31,-26.8,-3.86,77.4
"631","isomap_360369","isomap_8580100",-41.47,-72.93,13,2007-04-30,-21.1,-4.43,141.1
"632","isomap_360370","isomap_8580100",-41.47,-72.93,13,2007-05-31,-36,-5.87,82.9
"633","isomap_360371","isomap_8580100",-41.47,-72.93,13,2007-06-30,-42.2,-6.89,138.4
"634","isomap_360372","isomap_8580100",-41.47,-72.93,13,2007-07-31,-51.7,-7.71,178.2
"635","isomap_360373","isomap_8580100",-41.47,-72.93,13,2007-08-31,-65.4,-9,148.2
"636","isomap_360374","isomap_8580100",-41.47,-72.93,13,2007-09-30,-49.4,-7.25,81.7
"637","isomap_360375","isomap_8580100",-41.47,-72.93,13,2007-10-31,-37.5,-5.45,144.8
"638","isomap_360376","isomap_8580100",-41.47,-72.93,13,2007-11-30,-30.3,-4.48,51.4
"639","isomap_360377","isomap_8580100",-41.47,-72.93,13,2007-12-31,-21,-2.68,61.2
"640","isomap_360378","isomap_8580100",-41.47,-72.93,13,2008-01-31,-3.9,-0.42,39.7
"641","isomap_360379","isomap_8580100",-41.47,-72.93,13,2008-02-28,-17.2,-1.82,43.8
"642","isomap_360381","isomap_8580100",-41.47,-72.93,13,2008-04-30,-32.8,-5.46,160.6
"643","isomap_360382","isomap_8580100",-41.47,-72.93,13,2008-05-31,-49.6,-7.68,354.6
"644","isomap_360383","isomap_8580100",-41.47,-72.93,13,2008-06-30,-35.3,-5.54,169.2
"645","isomap_360384","isomap_8580100",-41.47,-72.93,13,2008-07-31,-52,-7.46,268.4
"646","isomap_360385","isomap_8580100",-41.47,-72.93,13,2008-08-31,-48.6,-7.25,233.2
"647","isomap_360386","isomap_8580100",-41.47,-72.93,13,2008-09-30,-45.5,-6.01,42.9
"648","isomap_360387","isomap_8580100",-41.47,-72.93,13,2008-10-31,-21.9,-2.52,59.4
"649","isomap_360388","isomap_8580100",-41.47,-72.93,13,2008-11-30,-29.4,-4.28,119.8
"650","isomap_360389","isomap_8580100",-41.47,-72.93,13,2008-12-31,-28,-4.2,29.8
"651","isomap_360390","isomap_8580100",-41.47,-72.93,13,2009-01-31,20.4,6.68,31.6
"652","isomap_360391","isomap_8580100",-41.47,-72.93,13,2009-02-28,-37.8,-5.03,115.6
"653","isomap_360392","isomap_8580100",-41.47,-72.93,13,2009-03-31,-7.2,-1.3,66.6
"654","isomap_360393","isomap_8580100",-41.47,-72.93,13,2009-04-30,-17.4,-3.08,141
"655","isomap_360394","isomap_8580100",-41.47,-72.93,13,2009-05-31,-43.9,-6.77,215.8
"656","isomap_360395","isomap_8580100",-41.47,-72.93,13,2009-06-30,-79.3,-11.46,187.6
"657","isomap_360396","isomap_8580100",-41.47,-72.93,13,2009-07-31,-47.9,-7.38,82.6
"658","isomap_360397","isomap_8580100",-41.47,-72.93,13,2009-08-31,-50.7,-7.31,263
"659","isomap_360398","isomap_8580100",-41.47,-72.93,13,2009-09-30,-49.3,-7,70.8
"660","isomap_360399","isomap_8580100",-41.47,-72.93,13,2009-10-31,-45.9,-6.89,137.1
"661","isomap_360400","isomap_8580100",-41.47,-72.93,13,2009-11-30,-41.7,-5.77,162.6
"662","isomap_360401","isomap_8580100",-41.47,-72.93,13,2009-12-31,-37.9,-5.27,118.6
"663","isomap_360915","isomap_8574300",-38.73263889,-72.58922222,114,1988-10-31,-44,-5.6,99
"664","isomap_360919","isomap_8574300",-38.73263889,-72.58922222,114,1989-02-28,-28,-4.3,17
"665","isomap_360920","isomap_8574300",-38.73263889,-72.58922222,114,1989-03-31,-44,-6.3,44
"666","isomap_360921","isomap_8574300",-38.73263889,-72.58922222,114,1989-04-30,-18,-2.7,23
"667","isomap_360922","isomap_8574300",-38.73263889,-72.58922222,114,1989-05-31,-55,-9,50
"668","isomap_360923","isomap_8574300",-38.73263889,-72.58922222,114,1989-06-30,-60,-7.8,234
"669","isomap_360924","isomap_8574300",-38.73263889,-72.58922222,114,1989-07-31,-60,-8.7,158
"670","isomap_360925","isomap_8574300",-38.73263889,-72.58922222,114,1989-08-31,-65,-8.5,140
"671","isomap_360928","isomap_8574300",-38.73263889,-72.58922222,114,1989-11-30,-42,-8.3,21
"672","isomap_360929","isomap_8574300",-38.73263889,-72.58922222,114,1989-12-31,-50,-7.7,112
"673","isomap_360932","isomap_8574300",-38.73263889,-72.58922222,114,1990-03-31,-53,-7.4,103
"674","isomap_360933","isomap_8574300",-38.73263889,-72.58922222,114,1990-04-30,-43,-5.8,71
"675","isomap_360934","isomap_8574300",-38.73263889,-72.58922222,114,1990-05-31,-34,-5.9,172
"676","isomap_360935","isomap_8574300",-38.73263889,-72.58922222,114,1990-06-30,-37,-4.8,155
"677","isomap_360936","isomap_8574300",-38.73263889,-72.58922222,114,1990-07-31,-50,-5.8,97
"678","isomap_360939","isomap_8574300",-38.73263889,-72.58922222,114,1990-10-31,-66,-9.4,50
"679","isomap_360940","isomap_8574300",-38.73263889,-72.58922222,114,1990-11-30,-34,-6.1,45
"680","isomap_360941","isomap_8574300",-38.73263889,-72.58922222,114,1990-12-31,-28,-5.3,17
"681","isomap_360942","isomap_8574300",-38.73263889,-72.58922222,114,1991-01-31,-40,-5.9,38
"682","isomap_360943","isomap_8574300",-38.73263889,-72.58922222,114,1991-02-28,-48,-7.2,9
"683","isomap_360945","isomap_8574300",-38.73263889,-72.58922222,114,1991-04-30,-55,-8.4,153
"684","isomap_360946","isomap_8574300",-38.73263889,-72.58922222,114,1991-05-31,-56,-8.1,240
"685","isomap_360947","isomap_8574300",-38.73263889,-72.58922222,114,1991-06-30,-63,-8.6,128
"686","isomap_360948","isomap_8574300",-38.73263889,-72.58922222,114,1991-07-31,-50,-7.1,198
"687","isomap_360949","isomap_8574300",-38.73263889,-72.58922222,114,1991-08-31,-37,-6.4,77
"688","isomap_360950","isomap_8574300",-38.73263889,-72.58922222,114,1991-09-30,-53,-7.7,127
"689","isomap_360952","isomap_8574300",-38.73263889,-72.58922222,114,1991-11-30,-64,-9,51
"690","isomap_390987","isomap_8580100",-41.47,-72.93,13,2010-04-30,-23.4,-2.95,67.8
"691","isomap_390988","isomap_8580100",-41.47,-72.93,13,2010-05-31,-33.6,-4.58,111.6
"692","isomap_390989","isomap_8580100",-41.47,-72.93,13,2010-06-30,-40.5,-5.76,197.4
"693","isomap_390990","isomap_8580100",-41.47,-72.93,13,2010-07-31,-69,-9.57,123
"694","isomap_390991","isomap_8580100",-41.47,-72.93,13,2010-08-31,-57.5,-7.42,156
"695","isomap_390992","isomap_8580100",-41.47,-72.93,13,2010-09-30,-32.3,-4.87,84.8
"696","isomap_390993","isomap_8580100",-41.47,-72.93,13,2010-10-31,-35.3,-4.86,94
"697","isomap_390996","isomap_8580100",-41.47,-72.93,13,2011-01-31,-22.3,-3.33,115.6
"698","isomap_390998","isomap_8580100",-41.47,-72.93,13,2011-03-31,-26.2,-4.87,190.8
"699","isomap_390999","isomap_8580100",-41.47,-72.93,13,2011-04-30,-31.7,-5.61,122
"700","isomap_391000","isomap_8580100",-41.47,-72.93,13,2011-05-31,-40.7,-6.6,136.2
"701","isomap_391001","isomap_8580100",-41.47,-72.93,13,2011-06-30,-43.8,-6.98,188
"702","isomap_391002","isomap_8580100",-41.47,-72.93,13,2011-07-31,-46.2,-7.2,264.4
"703","isomap_391003","isomap_8580100",-41.47,-72.93,13,2011-08-31,-33.3,-4.8,200.8
"704","isomap_391004","isomap_8580100",-41.47,-72.93,13,2011-09-30,-40.3,-6.23,173
"705","isomap_404284","isomap_8580100",-41.47,-72.93,13,2012-01-31,-32,-5.17,70.2
"706","isomap_404287","isomap_8580100",-41.47,-72.93,13,2012-04-30,-0.8,-0.71,87.2
"707","isomap_404288","isomap_8580100",-41.47,-72.93,13,2012-05-31,-37.8,-6.32,226.4
"708","isomap_404289","isomap_8580100",-41.47,-72.93,13,2012-06-30,-46.9,-7.05,243
"709","isomap_404290","isomap_8580100",-41.47,-72.93,13,2012-07-31,-32.9,-5.46,166.8
"710","isomap_405575","isomap_8580100",-41.47,-72.93,13,2013-01-31,-31.6,-4.27,37.8
"711","isomap_405576","isomap_8580100",-41.47,-72.93,13,2013-02-28,-6.9,-1.04,117.4
"712","isomap_405578","isomap_8580100",-41.47,-72.93,13,2013-04-30,-64.4,-9.21,136.8
"713","isomap_405579","isomap_8580100",-41.47,-72.93,13,2013-05-31,-57.4,-8.17,232
"714","isomap_405580","isomap_8580100",-41.47,-72.93,13,2013-06-30,-34.4,-5.52,225
"715","isomap_405581","isomap_8580100",-41.47,-72.93,13,2013-07-31,-21.8,-4.18,175.2
"716","isomap_405582","isomap_8580100",-41.47,-72.93,13,2013-08-31,-22,-4.13,229
"717","isomap_419779","isomap_8580100",-41.47,-72.93,13,2014-03-31,-13.5,-2.45,105.8
"718","isomap_419780","isomap_8580100",-41.47,-72.93,13,2014-04-30,-28.1,-4.87,154.8
"719","isomap_419781","isomap_8580100",-41.47,-72.93,13,2014-05-31,-32.5,-5.62,190
"720","isomap_419782","isomap_8580100",-41.47,-72.93,13,2014-06-30,-101.1,-14.49,238.4
"721","isomap_419783","isomap_8580100",-41.47,-72.93,13,2014-07-31,-55.4,-7.69,202.2
"722","isomap_419785","isomap_8580100",-41.47,-72.93,13,2014-09-30,-36.7,-5.44,138.4
"723","isomap_419786","isomap_8580100",-41.47,-72.93,13,2014-10-31,-28.2,-5.47,103.2
"724","isomap_419787","isomap_8580100",-41.47,-72.93,13,2014-11-30,12,0.7,52
"725","isomap_98204","isomap_8776501",-41.15,-71.33,790,1996-10-31,-77,-10.6,21
"726","isomap_98205","isomap_8776501",-41.15,-71.33,790,1996-11-30,-82,-11,25
"727","isomap_98206","isomap_8776501",-41.15,-71.33,790,1996-12-31,-82,-11,28
"728","isomap_98207","isomap_8776501",-41.15,-71.33,790,1997-01-31,-55,-7.7,64
"729","isomap_98208","isomap_8776501",-41.15,-71.33,790,1997-02-28,-90,-12.2,71
"730","isomap_98209","isomap_8776501",-41.15,-71.33,790,1997-03-31,-69,-8.8,16
"731","isomap_98210","isomap_8776501",-41.15,-71.33,790,1997-04-30,-101,-13.1,185
"732","isomap_98211","isomap_8776501",-41.15,-71.33,790,1997-05-31,-108,-14.4,74
"733","isomap_98212","isomap_8776501",-41.15,-71.33,790,1997-06-30,-120,-15.9,160
"734","isomap_98213","isomap_8776501",-41.15,-71.33,790,1997-07-31,-89,-11.9,250
"735","isomap_98214","isomap_8776501",-41.15,-71.33,790,1997-08-31,-65,-8.8,97
"736","isomap_98216","isomap_8776501",-41.15,-71.33,790,1997-10-31,-90,-11.8,51
"737","isomap_98217","isomap_8776501",-41.15,-71.33,790,1997-11-30,-71,-9.7,104
"738","isomap_98218","isomap_8776501",-41.15,-71.33,790,1997-12-31,-71,-9.3,26
"739","isomap_98219","isomap_8776501",-41.15,-71.33,790,1998-01-31,-47,-6.5,3
"740","isomap_98220","isomap_8776501",-41.15,-71.33,790,1998-02-28,-49,-6.8,15
"741","isomap_98221","isomap_8776501",-41.15,-71.33,790,1998-03-31,-66,-10.4,12
"742","isomap_98222","isomap_8776501",-41.15,-71.33,790,1998-04-30,-91,-13.3,76
"743","isomap_98223","isomap_8776501",-41.15,-71.33,790,1998-05-31,-75,-11,50
"744","isomap_98224","isomap_8776501",-41.15,-71.33,790,1998-06-30,-91,-13.3,46
"745","isomap_98225","isomap_8776501",-41.15,-71.33,790,1998-07-31,-86,-13.1,97
"746","isomap_98226","isomap_8776501",-41.15,-71.33,790,1998-08-31,-104,-15,69
"747","isomap_98227","isomap_8776501",-41.15,-71.33,790,1998-09-30,-113,-15.2,47
"748","isomap_98228","isomap_8776501",-41.15,-71.33,790,1998-10-31,-48,-7,7
"749","isomap_98229","isomap_8776501",-41.15,-71.33,790,1998-11-30,-116,-16.2,9
"750","isomap_98230","isomap_8776501",-41.15,-71.33,790,1998-12-31,-96,-12.8,5
